msn,location,daily_consumption_load,energy_supplied,energy_billed,technical_loss_kwh,loss_ratio,timestamp
0653DAA9,Bengaluru,271.32,293.63,269.89,23.74,0.08033777082490261,2022-03-17
344684B5,Kolkata,230.87,249.51,230.38,19.13,0.0775272317407411,2022-03-17
3F42A75F,Mumbai,252.12,269.42,250.63,18.79,0.06915152419169719,2022-03-17
7F6ACD62,Delhi,210.66,229.01,211.46,17.55,0.07591020607534023,2022-03-17
ACE43B7D,Chennai,237.22,255.49,237.49,18.0,0.07124072526237983,2022-03-17
7F6ACD62,Delhi,244.93,264.71,245.12,19.590000000000003,0.07655280299467772,2022-03-18
3F42A75F,Mumbai,215.65,234.44,216.28,18.16,0.07864352088984086,2022-03-18
ACE43B7D,Chennai,243.86,263.46,243.59,19.87,0.07691861118623108,2022-03-18
0653DAA9,Bengaluru,230.2,249.26,230.01,19.25,0.07599267454892926,2022-03-18
344684B5,Kolkata,234.34,253.08,234.32999999999998,18.750000000000004,0.0702731503660954,2022-03-18
0653DAA9,Bengaluru,260.64,281.84,260.76,21.08,0.07599525252597948,2022-03-19
344684B5,Kolkata,247.31,266.85,246.76,20.09,0.07309884952003969,2022-03-19
3F42A75F,Mumbai,239.97,258.98,239.35,19.63,0.07606319211903731,2022-03-19
7F6ACD62,Delhi,237.52,252.97,236.27,16.7,0.06968796247976183,2022-03-19
ACE43B7D,Chennai,248.41,270.35,247.57,22.78,0.08107670568022009,2022-03-19
0653DAA9,Bengaluru,244.86,263.29,245.26,18.029999999999998,0.0730032983087077,2022-03-20
344684B5,Kolkata,244.47,264.95,244.55,20.400000000000002,0.07906749822114255,2022-03-20
3F42A75F,Mumbai,251.54,271.81,250.66,21.150000000000002,0.07695887112650239,2022-03-20
7F6ACD62,Delhi,254.25,276.01,254.81,21.2,0.0772497628128018,2022-03-20
ACE43B7D,Chennai,225.87,246.38,225.71,20.669999999999998,0.08178242642774387,2022-03-20
ACE43B7D,Chennai,246.11,268.3,246.31,21.990000000000002,0.08047834792031205,2022-03-21
7F6ACD62,Delhi,232.98,252.86,233.4,19.46,0.07898610879222089,2022-03-21
3F42A75F,Mumbai,261.59,283.4,262.64,20.760000000000005,0.0723729508028689,2022-03-21
344684B5,Kolkata,262.45,281.89,262.43,19.46,0.06794735285114338,2022-03-21
0653DAA9,Bengaluru,239.19,256.85,239.22,17.63,0.06814225549185594,2022-03-21
0653DAA9,Bengaluru,254.41,275.59,253.8,21.790000000000003,0.07714967196563689,2022-03-22
344684B5,Kolkata,248.39,267.26,247.92,19.340000000000003,0.07309703108528183,2022-03-22
3F42A75F,Mumbai,229.07,246.29,229.29,17.0,0.06885421417545455,2022-03-22
7F6ACD62,Delhi,266.63,287.45,267.36,20.09,0.0713910912054559,2022-03-22
ACE43B7D,Chennai,227.78,244.88,228.4,16.479999999999997,0.06719204552141476,2022-03-22
ACE43B7D,Chennai,236.6,255.26,236.15,19.11,0.07542520004516666,2022-03-23
7F6ACD62,Delhi,235.59,255.21,235.61,19.599999999999998,0.07703678923875586,2022-03-23
3F42A75F,Mumbai,255.97,274.57,256.07,18.500000000000007,0.07139456536882703,2022-03-23
344684B5,Kolkata,238.63,258.33,237.82,20.509999999999998,0.07809003816643098,2022-03-23
0653DAA9,Bengaluru,260.81,280.81,260.06,20.749999999999996,0.07415935602891945,2022-03-23
0653DAA9,Bengaluru,234.13,255.41,232.72,22.689999999999998,0.08185582444159752,2022-03-24
344684B5,Kolkata,239.6,256.91,239.14,17.77,0.06964070676167393,2022-03-24
3F42A75F,Mumbai,254.57,274.34,254.72,19.620000000000005,0.07202237059542922,2022-03-24
7F6ACD62,Delhi,257.07,278.19,257.96,20.23,0.06921789806658533,2022-03-24
ACE43B7D,Chennai,223.2,241.94,222.19,19.750000000000004,0.07842466388325764,2022-03-24
ACE43B7D,Chennai,257.64,276.38,257.58,18.8,0.06904414588981767,2022-03-25
7F6ACD62,Delhi,241.71,259.71,241.92,17.789999999999996,0.06709296091942987,2022-03-25
3F42A75F,Mumbai,249.72,270.96,249.89,21.07,0.08039489950654811,2022-03-25
344684B5,Kolkata,260.03,280.49,259.78,20.709999999999997,0.07332556959452717,2022-03-25
0653DAA9,Bengaluru,236.77,257.25,237.53,19.720000000000002,0.07669289552416013,2022-03-25
0653DAA9,Bengaluru,227.96,248.65,228.42,20.23,0.08011102572130822,2022-03-26
344684B5,Kolkata,253.57,275.41,253.49,21.92,0.07522486170718908,2022-03-26
3F42A75F,Mumbai,238.16,260.14,238.15,21.99,0.0871020666448978,2022-03-26
7F6ACD62,Delhi,254.36,275.52,254.35,21.169999999999995,0.07773425584887707,2022-03-26
ACE43B7D,Chennai,227.9,245.69,227.2,18.490000000000002,0.07507366673483475,2022-03-26
ACE43B7D,Chennai,231.48,250.02,232.06,17.96,0.07151117528478124,2022-03-27
7F6ACD62,Delhi,235.02,251.98,234.52,17.46,0.06986731832587209,2022-03-27
3F42A75F,Mumbai,235.05,252.53,234.44,18.09,0.07356155845129915,2022-03-27
344684B5,Kolkata,251.94,272.91,251.79,21.12,0.07850971297357602,2022-03-27
0653DAA9,Bengaluru,240.29,260.19,240.82,19.37,0.07583023574568153,2022-03-27
0653DAA9,Bengaluru,249.23,268.73,248.94,19.79,0.0742880985518775,2022-03-28
344684B5,Kolkata,258.44,277.57,257.9,19.67,0.07140269639112885,2022-03-28
3F42A75F,Mumbai,209.08,223.23,208.53,14.7,0.06613699781181777,2022-03-28
7F6ACD62,Delhi,254.06,274.66,254.48,20.18,0.07148745734070426,2022-03-28
ACE43B7D,Chennai,260.55,280.32,260.42,19.899999999999995,0.06646822166904776,2022-03-28
7F6ACD62,Delhi,233.99,256.39,235.03,21.36,0.08591976712941796,2022-03-29
3F42A75F,Mumbai,221.21,245.54,222.28,23.26,0.09326991766381197,2022-03-29
ACE43B7D,Chennai,237.85,257.0,237.63,19.37,0.07679322725619142,2022-03-29
0653DAA9,Bengaluru,231.74,252.08,231.56,20.52,0.08134437996286194,2022-03-29
344684B5,Kolkata,243.25,264.64,242.0,22.639999999999997,0.08473150777236006,2022-03-29
0653DAA9,Bengaluru,239.45,258.94,238.26,20.68,0.08284742808312723,2022-03-30
344684B5,Kolkata,243.75,264.88,244.02,20.86,0.08277788764998718,2022-03-30
3F42A75F,Mumbai,252.68,273.83,253.33,20.5,0.0739727149129193,2022-03-30
7F6ACD62,Delhi,241.12,260.8,238.96,21.84,0.08263842058448878,2022-03-30
ACE43B7D,Chennai,263.41,285.89,263.63,22.26,0.07880270604769705,2022-03-30
ACE43B7D,Chennai,246.31,264.27,244.75,19.52,0.07168439657721087,2022-03-31
7F6ACD62,Delhi,238.29,258.63,239.07,19.56,0.0756315565542403,2022-03-31
3F42A75F,Mumbai,247.68,265.37,247.17000000000002,18.2,0.07367048620171697,2022-03-31
344684B5,Kolkata,236.67,258.05,238.15,19.900000000000002,0.07595009012721653,2022-03-31
0653DAA9,Bengaluru,247.57,268.86,248.10999999999999,20.75,0.07481290996828543,2022-03-31
0653DAA9,Bengaluru,261.83,284.36,261.76,22.6,0.07903100998586911,2022-04-01
344684B5,Kolkata,240.93,262.01,241.5,20.51,0.07756325171316793,2022-04-01
3F42A75F,Mumbai,235.47,253.0,234.59,18.410000000000004,0.07158244373884641,2022-04-01
7F6ACD62,Delhi,233.75,256.12,234.6,21.519999999999996,0.07888522423055419,2022-04-01
ACE43B7D,Chennai,221.72,238.85,222.84,16.01,0.07087483232774924,2022-04-01
7F6ACD62,Delhi,236.36,255.94,235.85,20.09,0.07563184118968884,2022-04-02
3F42A75F,Mumbai,236.18,258.05,237.65,20.400000000000002,0.07985171173418942,2022-04-02
ACE43B7D,Chennai,242.37,259.94,241.04,18.9,0.07291117522707474,2022-04-02
0653DAA9,Bengaluru,242.67,262.39,241.69,20.7,0.07670414803505744,2022-04-02
344684B5,Kolkata,234.08,254.06,234.63,19.430000000000003,0.07591672481123957,2022-04-02
0653DAA9,Bengaluru,249.64000000000001,269.55,249.8,19.75,0.07620672787466361,2022-04-03
344684B5,Kolkata,253.39000000000001,271.31,251.74,19.570000000000004,0.07427621186935567,2022-04-03
3F42A75F,Mumbai,236.53,255.37,236.12,19.249999999999996,0.0769829017809943,2022-04-03
7F6ACD62,Delhi,251.96,270.86,250.72,20.14,0.07404075982493193,2022-04-03
ACE43B7D,Chennai,254.56,273.14,252.69,20.45,0.07173840978381046,2022-04-03
7F6ACD62,Delhi,239.23,257.46,238.32999999999998,19.13,0.07248847759917043,2022-04-04
3F42A75F,Mumbai,263.21,284.2,262.4,21.799999999999997,0.07181524621942686,2022-04-04
ACE43B7D,Chennai,226.11,245.56,226.5,19.06,0.07484677734050564,2022-04-04
0653DAA9,Bengaluru,239.53,259.32,239.60999999999999,19.71,0.07614093407111527,2022-04-04
344684B5,Kolkata,234.9,253.65,234.98,18.669999999999998,0.07455757568158133,2022-04-04
0653DAA9,Bengaluru,233.62,250.8,232.72,18.080000000000002,0.07320193403985809,2022-04-05
344684B5,Kolkata,243.36,265.93,245.31,20.619999999999997,0.07581112204818287,2022-04-05
3F42A75F,Mumbai,248.89,268.08,249.69,18.39,0.06808052073141294,2022-04-05
7F6ACD62,Delhi,263.18,281.13,262.86,18.27,0.06914118967154877,2022-04-05
ACE43B7D,Chennai,232.98,250.68,232.26,18.419999999999998,0.07383262250975606,2022-04-05
0653DAA9,Bengaluru,256.17,275.49,256.43,19.06,0.07042736397105821,2022-04-06
344684B5,Kolkata,227.63,246.34,227.07,19.27,0.07999292988742937,2022-04-06
3F42A75F,Mumbai,232.08,251.1,231.84,19.26,0.0747626626646511,2022-04-06
7F6ACD62,Delhi,238.17000000000002,259.88,239.53,20.349999999999998,0.08082676929910668,2022-04-06
ACE43B7D,Chennai,230.03,245.63,228.63,17.000000000000004,0.06980224573976292,2022-04-06
ACE43B7D,Chennai,263.19,283.79,263.68,20.110000000000003,0.06913715628894244,2022-04-07
7F6ACD62,Delhi,239.97,260.26,240.08,20.18,0.07801978316381411,2022-04-07
3F42A75F,Mumbai,223.97,242.39000000000001,223.4,18.990000000000002,0.07921236699635241,2022-04-07
344684B5,Kolkata,226.71,243.31,226.76,16.549999999999997,0.07069106546505637,2022-04-07
0653DAA9,Bengaluru,257.48,278.16,256.41,21.75,0.07857180585516639,2022-04-07
0653DAA9,Bengaluru,254.87,274.53,253.05,21.48,0.08189010768934141,2022-04-08
344684B5,Kolkata,233.82,254.25,234.35,19.900000000000002,0.07680575697329854,2022-04-08
3F42A75F,Mumbai,261.5,285.12,263.29,21.83,0.07511255061869147,2022-04-08
7F6ACD62,Delhi,237.82999999999998,258.09,238.49,19.6,0.07551078629520697,2022-04-08
ACE43B7D,Chennai,250.93,273.44,252.04,21.4,0.07648960255648833,2022-04-08
ACE43B7D,Chennai,226.47,245.7,226.03,19.67,0.07770599803419713,2022-04-09
7F6ACD62,Delhi,235.8,256.12,236.23,19.89,0.07813200648330905,2022-04-09
3F42A75F,Mumbai,259.83,282.59,258.47,24.12,0.08585589073366044,2022-04-09
344684B5,Kolkata,247.09,268.35,248.64,19.71,0.07553011186034997,2022-04-09
0653DAA9,Bengaluru,258.41,275.62,257.79,17.83,0.06573895180825204,2022-04-09
0653DAA9,Bengaluru,258.05,279.74,259.4,20.34,0.07459978347516778,2022-04-10
344684B5,Kolkata,209.7,230.06,210.21,19.849999999999998,0.08046533020409175,2022-04-10
3F42A75F,Mumbai,231.76,251.75,232.91,18.839999999999996,0.07383919495745601,2022-04-10
7F6ACD62,Delhi,238.18,258.03000000000003,238.12,19.91,0.07603568066864906,2022-04-10
ACE43B7D,Chennai,263.17,283.98,263.36,20.619999999999997,0.07317457443824828,2022-04-10
ACE43B7D,Chennai,224.43,244.99,224.29,20.7,0.08264117431964373,2022-04-11
7F6ACD62,Delhi,252.72,273.63,252.17,21.46,0.07876945871322727,2022-04-11
3F42A75F,Mumbai,251.63,268.84,250.72,18.120000000000005,0.06776281825514227,2022-04-11
344684B5,Kolkata,264.12,285.05,264.05,21.0,0.07551702596259768,2022-04-11
0653DAA9,Bengaluru,243.85,265.62,245.3,20.32,0.07801079055847461,2022-04-11
0653DAA9,Bengaluru,240.17,257.4,238.57999999999998,18.820000000000004,0.07539524709643729,2022-04-12
344684B5,Kolkata,232.4,251.54,233.16,18.380000000000003,0.07359297244814778,2022-04-12
3F42A75F,Mumbai,227.16,247.7,226.96,20.740000000000002,0.08144737556575758,2022-04-12
7F6ACD62,Delhi,265.0,288.36,265.26,23.099999999999998,0.08048388447525885,2022-04-12
ACE43B7D,Chennai,238.34,255.67000000000002,238.65,17.02,0.06818216508880791,2022-04-12
ACE43B7D,Chennai,246.49,265.75,247.25,18.5,0.07085128629071942,2022-04-13
7F6ACD62,Delhi,224.57,242.61,224.87,17.74,0.06973830334910415,2022-04-13
3F42A75F,Mumbai,240.98,263.18,241.0,22.18,0.08100470633118416,2022-04-13
344684B5,Kolkata,248.28,269.99,248.57,21.419999999999998,0.08122886801058672,2022-04-13
0653DAA9,Bengaluru,228.9,248.33,229.82,18.51,0.07143700237409184,2022-04-13
0653DAA9,Bengaluru,274.41,295.96,273.41,22.55,0.07565567372082509,2022-04-14
344684B5,Kolkata,240.93,260.91,240.73,20.18,0.07917058318335972,2022-04-14
3F42A75F,Mumbai,239.52,255.33,239.16,16.17,0.06452523794032371,2022-04-14
7F6ACD62,Delhi,233.88,253.34,233.38,19.96,0.07491067069815469,2022-04-14
ACE43B7D,Chennai,237.48,259.22,237.48,21.74,0.08129864393373985,2022-04-14
7F6ACD62,Delhi,243.8,261.05,243.13,17.92,0.06698161811264787,2022-04-15
3F42A75F,Mumbai,236.38,257.15,236.04,21.110000000000003,0.08371498414343893,2022-04-15
ACE43B7D,Chennai,251.31,272.88,251.99,20.89,0.07366040866315386,2022-04-15
0653DAA9,Bengaluru,241.2,257.18,240.36,16.82,0.06529230314615143,2022-04-15
344684B5,Kolkata,246.14,266.74,246.95,19.789999999999996,0.06970312915558428,2022-04-15
0653DAA9,Bengaluru,244.51,265.89,243.9,21.990000000000002,0.08316933595614506,2022-04-16
344684B5,Kolkata,243.48,262.39,243.17000000000002,19.22,0.07321766967954553,2022-04-16
3F42A75F,Mumbai,249.16,269.01,249.94,19.07,0.07186671638685337,2022-04-16
7F6ACD62,Delhi,239.42,255.57,238.89000000000001,16.68,0.06805351670202592,2022-04-16
ACE43B7D,Chennai,232.78,250.83,232.16,18.67,0.07751305099307396,2022-04-16
ACE43B7D,Chennai,264.93,283.14,264.47,18.669999999999998,0.07091535785862131,2022-04-17
7F6ACD62,Delhi,248.33,267.71999999999997,247.57,20.15,0.07518386712197316,2022-04-17
3F42A75F,Mumbai,251.86,270.11,253.23,16.88,0.06269506599094564,2022-04-17
344684B5,Kolkata,267.26,287.62,266.91,20.71,0.07265211917987947,2022-04-17
0653DAA9,Bengaluru,247.33,267.29,247.64,19.650000000000002,0.07556108693361314,2022-04-17
0653DAA9,Bengaluru,248.93,267.87,248.4,19.470000000000002,0.07335712623872381,2022-04-18
344684B5,Kolkata,236.22,255.55,236.96,18.59,0.07308969951025972,2022-04-18
3F42A75F,Mumbai,253.01,274.44,253.54,20.900000000000002,0.0774152480065023,2022-04-18
7F6ACD62,Delhi,255.02,275.13,255.48,19.65,0.07493646241340167,2022-04-18
ACE43B7D,Chennai,240.67,259.64,240.29,19.349999999999998,0.07604564116254194,2022-04-18
7F6ACD62,Delhi,255.24,274.83,255.11,19.719999999999995,0.07467158952494587,2022-04-19
3F42A75F,Mumbai,243.49,261.6,242.89,18.710000000000004,0.0737780799651797,2022-04-19
ACE43B7D,Chennai,253.39,273.78,252.22,21.56,0.07704510605084057,2022-04-19
0653DAA9,Bengaluru,241.07,261.87,241.8,20.07,0.07408875322501353,2022-04-19
344684B5,Kolkata,235.52,255.33,235.45,19.880000000000003,0.07629348671772593,2022-04-19
0653DAA9,Bengaluru,237.17,258.16,237.69,20.470000000000006,0.07635237053416533,2022-04-20
344684B5,Kolkata,285.24,305.71,285.19,20.520000000000003,0.06774568199445381,2022-04-20
3F42A75F,Mumbai,260.22,279.96,260.83,19.130000000000003,0.06976141138736455,2022-04-20
7F6ACD62,Delhi,264.87,286.21999999999997,265.11,21.11,0.07419320114152854,2022-04-20
ACE43B7D,Chennai,235.65,254.03,234.32,19.71,0.07630318449297101,2022-04-20
7F6ACD62,Delhi,260.57,278.18,259.33,18.85,0.06772777875463219,2022-04-21
3F42A75F,Mumbai,235.22,253.04,236.60999999999999,16.430000000000003,0.06840128765712315,2022-04-21
ACE43B7D,Chennai,275.03000000000003,296.42,274.62,21.799999999999997,0.07500924093521306,2022-04-21
0653DAA9,Bengaluru,241.6,260.11,241.10999999999999,19.0,0.07451511786765948,2022-04-21
344684B5,Kolkata,222.5,242.59,222.81,19.78,0.07913280062594148,2022-04-21
0653DAA9,Bengaluru,237.57999999999998,256.46,239.49,16.97,0.06469765576117485,2022-04-22
344684B5,Kolkata,236.15,252.68,235.65,17.029999999999998,0.06756015283184222,2022-04-22
3F42A75F,Mumbai,235.73,256.91,238.1,18.810000000000002,0.07302515670255805,2022-04-22
7F6ACD62,Delhi,259.24,280.47,258.98,21.490000000000002,0.0776476404148102,2022-04-22
ACE43B7D,Chennai,234.95,256.02,235.99,20.029999999999994,0.07849112606875702,2022-04-22
0653DAA9,Bengaluru,237.2,255.79,235.98,19.809999999999995,0.07731492816507417,2022-04-23
344684B5,Kolkata,232.9,251.76,232.63,19.130000000000003,0.07576372793484941,2022-04-23
3F42A75F,Mumbai,250.35,272.32,250.1,22.219999999999995,0.08027960772209125,2022-04-23
7F6ACD62,Delhi,238.22,259.59,238.7,20.889999999999997,0.07844998323747353,2022-04-23
ACE43B7D,Chennai,249.66,269.65999999999997,249.69,19.969999999999995,0.07255920085203155,2022-04-23
7F6ACD62,Delhi,248.85,268.44,249.96,18.48,0.06910764662752779,2022-04-24
3F42A75F,Mumbai,251.84,271.6,252.49,19.11,0.06971321561679225,2022-04-24
ACE43B7D,Chennai,256.44,277.13,256.91,20.22,0.07021780652118152,2022-04-24
0653DAA9,Bengaluru,234.12,254.94,235.23,19.71,0.07745671202680705,2022-04-24
344684B5,Kolkata,241.74,257.79,240.24,17.55,0.07043351241112022,2022-04-24
0653DAA9,Bengaluru,228.79,246.02,228.02,17.999999999999996,0.0752885237330336,2022-04-25
344684B5,Kolkata,242.85,263.53,243.24,20.290000000000003,0.0774963364463703,2022-04-25
3F42A75F,Mumbai,236.39000000000001,256.81,236.53,20.279999999999998,0.08005983276894298,2022-04-25
7F6ACD62,Delhi,241.67,262.26,242.72,19.540000000000003,0.07291172153462223,2022-04-25
ACE43B7D,Chennai,255.37,276.51,256.72,19.79,0.0759452956239213,2022-04-25
ACE43B7D,Chennai,237.79,255.79,237.95,17.84,0.06867294208451324,2022-04-26
3F42A75F,Mumbai,251.58,271.4,252.79,18.610000000000003,0.07174042392590028,2022-04-26
7F6ACD62,Delhi,242.9,263.7,244.6,19.100000000000005,0.07178243330613593,2022-04-26
0653DAA9,Bengaluru,244.78,266.45,244.38,22.070000000000004,0.07716514599299955,2022-04-26
344684B5,Kolkata,247.35,265.51,247.22,18.290000000000006,0.07364032877756388,2022-04-26
0653DAA9,Bengaluru,235.39000000000001,255.39,235.72,19.669999999999998,0.07615371671184083,2022-04-27
344684B5,Kolkata,251.61,273.45,251.37,22.080000000000002,0.08068515728308956,2022-04-27
3F42A75F,Mumbai,249.81,272.54,251.42,21.119999999999997,0.07765068064843944,2022-04-27
7F6ACD62,Delhi,234.63,253.9,235.34,18.560000000000002,0.07272536006071291,2022-04-27
ACE43B7D,Chennai,245.43,266.73,245.36,21.370000000000005,0.08190646849802191,2022-04-27
ACE43B7D,Chennai,247.09,267.45,246.68,20.769999999999996,0.0790791326854796,2022-04-28
3F42A75F,Mumbai,236.1,254.38,235.29,19.090000000000003,0.07813877926664088,2022-04-28
7F6ACD62,Delhi,222.45,243.06,223.51999999999998,19.540000000000003,0.07598313376840765,2022-04-28
0653DAA9,Bengaluru,256.09,278.18,257.23,20.95,0.07863479628106687,2022-04-28
344684B5,Kolkata,242.99,260.85,241.77,19.08,0.07311110243365788,2022-04-28
0653DAA9,Bengaluru,237.28,258.87,237.88,20.99,0.08154037343744448,2022-04-29
344684B5,Kolkata,259.06,280.92,259.42,21.5,0.07497090826289059,2022-04-29
3F42A75F,Mumbai,260.25,281.69,259.02,22.669999999999995,0.07784773599966884,2022-04-29
7F6ACD62,Delhi,246.95,265.72,246.7,19.02,0.07267916959420397,2022-04-29
ACE43B7D,Chennai,252.41,273.98,252.84,21.14,0.07607164698557832,2022-04-29
3F42A75F,Mumbai,233.98,250.98,233.14,17.840000000000003,0.0736344747884636,2022-04-30
ACE43B7D,Chennai,239.26,255.97,238.43,17.540000000000003,0.07140101524974667,2022-04-30
7F6ACD62,Delhi,240.06,259.40999999999997,239.57,19.84,0.0761851057063718,2022-04-30
344684B5,Kolkata,244.67,263.62,243.96,19.66,0.0731214414846932,2022-04-30
0653DAA9,Bengaluru,230.10999999999999,249.67,230.98,18.689999999999998,0.07240663361745,2022-04-30
0653DAA9,Bengaluru,245.19,266.49,243.94,22.55,0.08366713063227359,2022-05-01
344684B5,Kolkata,257.38,277.93,258.35,19.580000000000002,0.07023056900867758,2022-05-01
3F42A75F,Mumbai,240.07,260.5,240.76,19.740000000000002,0.0778485414741075,2022-05-01
7F6ACD62,Delhi,237.32,258.52,237.3,21.22,0.08369563265843072,2022-05-01
ACE43B7D,Chennai,248.72,268.13,248.06,20.07,0.07637627588548768,2022-05-01
7F6ACD62,Delhi,270.44,293.68,270.32,23.360000000000003,0.08154582732552952,2022-05-02
3F42A75F,Mumbai,245.7,266.53000000000003,245.64,20.89,0.078152257595433,2022-05-02
ACE43B7D,Chennai,234.35,256.14,235.77,20.369999999999997,0.0794128328800112,2022-05-02
0653DAA9,Bengaluru,248.81,266.49,248.37,18.12,0.06870041509035847,2022-05-02
344684B5,Kolkata,252.08,274.21999999999997,252.76,21.46,0.07884617524930332,2022-05-02
ACE43B7D,Chennai,235.45,253.81,234.49,19.32,0.07658603690482559,2022-05-03
7F6ACD62,Delhi,244.57,266.52,244.53,21.99,0.08074321808689193,2022-05-03
0653DAA9,Bengaluru,216.96,236.67000000000002,217.67,19.000000000000004,0.07824635122532327,2022-05-03
344684B5,Kolkata,256.7,277.49,256.54,20.950000000000003,0.074898472300715,2022-05-03
3F42A75F,Mumbai,232.92,252.44,232.17,20.27,0.07998079375304368,2022-05-03
0653DAA9,Bengaluru,252.81,278.8,254.1,24.7,0.08582669149464034,2022-05-04
344684B5,Kolkata,242.15,263.15,243.01,20.139999999999997,0.07727388646138907,2022-05-04
3F42A75F,Mumbai,254.4,274.84,253.08,21.76,0.07829273582058215,2022-05-04
7F6ACD62,Delhi,249.38,273.16,249.62,23.540000000000003,0.08738855615077203,2022-05-04
ACE43B7D,Chennai,231.13,249.49,231.7,17.790000000000003,0.07013097680180669,2022-05-04
0653DAA9,Bengaluru,237.31,256.74,237.60999999999999,19.13,0.07362967791349675,2022-05-05
344684B5,Kolkata,232.8,253.06,233.38,19.679999999999996,0.07702141992265137,2022-05-05
3F42A75F,Mumbai,249.68,269.63,249.33,20.299999999999997,0.0753402084589049,2022-05-05
7F6ACD62,Delhi,245.2,264.4,244.73,19.67,0.07245505254122887,2022-05-05
ACE43B7D,Chennai,248.53,268.3,248.52,19.779999999999998,0.07511808807091397,2022-05-05
7F6ACD62,Delhi,249.72,267.8,249.89,17.909999999999997,0.06535437427987975,2022-05-06
3F42A75F,Mumbai,241.82,260.65,242.60999999999999,18.040000000000003,0.0721665807455207,2022-05-06
ACE43B7D,Chennai,224.29,241.24,223.89,17.35,0.07047519295035015,2022-05-06
0653DAA9,Bengaluru,258.74,279.64,258.3,21.340000000000003,0.07494931084704588,2022-05-06
344684B5,Kolkata,263.7,287.91,264.68,23.23,0.08185641226325446,2022-05-06
ACE43B7D,Chennai,246.26,266.32,245.64,20.68,0.07617091818365641,2022-05-07
7F6ACD62,Delhi,255.64,275.81,255.7,20.11,0.07382925344963849,2022-05-07
3F42A75F,Mumbai,261.23,282.84000000000003,261.6,21.240000000000006,0.07344874012540863,2022-05-07
344684B5,Kolkata,244.92,264.54,244.62,19.92,0.07579700332124494,2022-05-07
0653DAA9,Bengaluru,258.1,278.22,257.22,20.999999999999996,0.07537921449412505,2022-05-07
7F6ACD62,Delhi,239.67,259.26,237.70000000000002,21.56,0.08080634843658796,2022-05-08
3F42A75F,Mumbai,263.98,284.86,263.99,20.87,0.07380078182272964,2022-05-08
ACE43B7D,Chennai,230.74,251.05,231.02,20.03,0.08103655467543537,2022-05-08
0653DAA9,Bengaluru,246.81,265.03,245.99,19.040000000000003,0.07089620857810586,2022-05-08
344684B5,Kolkata,244.83,263.73,244.19,19.54,0.07512992543966647,2022-05-08
0653DAA9,Bengaluru,256.02,276.06,256.2,19.86,0.0704329184307807,2022-05-09
344684B5,Kolkata,226.18,241.87,226.29,15.580000000000002,0.07102617878171012,2022-05-09
7F6ACD62,Delhi,258.02,277.9,257.27,20.629999999999995,0.07694321031126576,2022-05-09
ACE43B7D,Chennai,243.17,263.01,243.57,19.44,0.07325952217295996,2022-05-09
3F42A75F,Mumbai,239.0,259.22,239.77,19.45,0.07487453974663945,2022-05-09
0653DAA9,Bengaluru,240.56,259.42,240.25,19.169999999999998,0.07622583346038941,2022-05-10
344684B5,Kolkata,246.36,267.39,246.58,20.810000000000002,0.07597979740202469,2022-05-10
3F42A75F,Mumbai,236.01,255.24,235.9,19.34,0.07488146037007555,2022-05-10
7F6ACD62,Delhi,243.65,262.49,243.09,19.4,0.0737629436821874,2022-05-10
ACE43B7D,Chennai,250.35999999999999,271.0,250.72,20.28,0.0789706621460043,2022-05-10
7F6ACD62,Delhi,246.01,267.15,246.42,20.729999999999997,0.07624286870901155,2022-05-11
ACE43B7D,Chennai,246.43,266.24,246.27,19.969999999999995,0.07274615467608901,2022-05-11
3F42A75F,Mumbai,255.08,275.34,254.69,20.65,0.07501130829561242,2022-05-11
0653DAA9,Bengaluru,248.82,268.78000000000003,248.65,20.13,0.07770316782485596,2022-05-11
344684B5,Kolkata,239.88,261.59000000000003,240.12,21.470000000000002,0.0825026402406852,2022-05-11
0653DAA9,Bengaluru,222.60999999999999,244.92,224.74,20.18,0.08318297224100374,2022-05-12
344684B5,Kolkata,248.33,269.73,247.86,21.869999999999997,0.08081684477896368,2022-05-12
3F42A75F,Mumbai,264.16,290.51,266.04,24.47,0.0822653689419442,2022-05-12
7F6ACD62,Delhi,254.57,274.96,254.04,20.920000000000005,0.07363348871252122,2022-05-12
ACE43B7D,Chennai,257.77,277.3,257.84,19.46,0.07397354872998445,2022-05-12
ACE43B7D,Chennai,226.49,243.67,226.01,17.66,0.07066564617682955,2022-05-13
7F6ACD62,Delhi,247.72,265.67,245.95,19.720000000000002,0.0736899085594405,2022-05-13
3F42A75F,Mumbai,240.69,261.81,241.25,20.560000000000002,0.08076276597327468,2022-05-13
344684B5,Kolkata,227.76,245.03,228.48,16.549999999999997,0.0724394695621257,2022-05-13
0653DAA9,Bengaluru,249.99,269.81,249.93,19.880000000000003,0.07585343861321836,2022-05-13
0653DAA9,Bengaluru,233.87,251.01,233.7,17.310000000000002,0.07136169805891539,2022-05-14
344684B5,Kolkata,230.3,247.75,230.79,16.96,0.0679190839393816,2022-05-14
3F42A75F,Mumbai,247.08,265.38,247.29,18.090000000000003,0.06923062040740749,2022-05-14
7F6ACD62,Delhi,257.42,278.7,258.81,19.889999999999997,0.07064309227605428,2022-05-14
ACE43B7D,Chennai,230.04,248.29,230.07,18.219999999999995,0.07361826199698458,2022-05-14
ACE43B7D,Chennai,246.09,264.82,246.53,18.290000000000003,0.06995194155023526,2022-05-15
